Станция,Номер линии,Линия,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
Славянский бульв,12,АРБАТСК-ПОКРОВСК,8584,8209,5264,19720,1303,5146,10993,2370,2283,5373,4129,15045,1640,1538,19390,5248,12288,10046,9802,16156,4441,9230,16293,14162,14099,5096,1006,18328,9561,1967,4531,10479,1108,14913,5814,7800,7306,5037,3362,3732,11258,8188,9302,17325,11919,11725,7497,7375,15252,14239,1536,4639,5784,10628,19786,7542,5670,6348,3131,2148,15692,15173,4025,12726,7345,10164,18301,19768,17325,17202,11530,11884,14928,9189,9242,4270,2250,11131,6327,2744,7867,10900,17702,6015,1227,1625,7846,11496,6668,11867,14599,13450.580599077502
Мякинино,12,АРБАТСК-ПОКРОВСК,5740,6807,15732,1590,11701,15196,15594,2243,14696,18665,5269,15070,19024,12196,8306,10469,3029,11297,18776,2632,14699,5151,6478,8005,1785,6260,2424,9070,10291,9573,11871,17974,12876,13287,7216,8254,4589,10017,17504,11501,9574,19937,12593,3924,11721,8614,13537,19948,13663,18083,9559,14090,5416,6635,17917,7983,7545,13496,18059,17651,18116,7449,12345,16038,12802,12367,11916,11640,7571,12454,19057,17373,16733,17100,4832,19588,18090,6516,19357,16473,11825,9343,15361,14288,1854,5582,4741,7766,6889,6997,18319,9994.364799994724
Волоколамская,12,АРБАТСК-ПОКРОВСК,6964,3343,1249,2662,11235,8984,1008,11764,16480,3242,10164,19014,15941,16407,4545,9371,19125,17240,3661,15465,16806,1228,3905,13100,18738,13149,18266,11289,7596,10467,18033,10590,10999,18009,9483,16175,17916,12262,11018,16086,4341,9217,1154,19931,11066,1600,4210,11579,6390,9075,11593,7984,8156,2142,12229,11767,13282,9420,8850,10639,16746,16428,17397,2602,16364,13316,16764,16469,9198,10192,16908,16735,2632,4453,16809,11619,16319,17834,17548,15173,3174,6008,19913,12581,16212,5135,14179,7097,14667,18436,14477,7872.361770398496
Митино,12,АРБАТСК-ПОКРОВСК,11835,3147,1061,13316,6494,10203,10516,2331,18657,16124,17878,17067,10389,9893,19876,6996,8726,12907,4425,7516,17464,18230,13036,16717,9503,17175,14704,10754,16256,13900,15632,4217,1543,9211,13899,18630,3072,13280,15043,5675,1257,7880,14199,18905,5832,7154,15363,17412,11760,10731,2736,16238,11083,17884,7185,10153,5239,16602,1832,17350,5069,2246,13157,18137,17780,16404,4031,9602,9699,8019,18803,16141,17310,12233,10371,13736,17968,17129,12123,10828,1284,4161,2792,5760,17146,8258,9760,13979,18880,13551,11278,16451.02885765886
Достоевская,18,ЛЮБЛИНСКАЯ,3183,15652,17703,17595,13019,11039,17352,6917,19492,7949,2052,2825,3952,5299,14158,14264,4754,11670,7094,2927,18777,18484,6049,18897,16131,9792,5954,12830,1343,19421,16256,6282,19015,1769,12125,19988,18571,18805,8247,5713,2886,17106,18744,6087,17709,15778,8520,10773,3853,18476,2963,4755,18066,4931,18273,10030,1839,7464,6707,4534,19308,4089,13821,1341,8064,13266,6331,1178,18081,16508,3988,2708,14337,6034,4345,2564,11349,2384,14967,5857,6874,11925,7494,19347,14829,1055,5308,14113,16016,6888,5234,5424.645837211559
Марьина Роща,18,ЛЮБЛИНСКАЯ,9749,19703,11290,6485,14787,3812,10940,18003,14453,15324,9246,2428,10479,5929,2209,11037,15002,9327,4377,12078,13509,9503,15132,13045,10745,4728,14456,8349,10298,4447,3436,1202,1729,1952,17099,1432,19989,14999,18883,14743,9320,3893,3667,1781,12709,3712,9156,17292,15696,2146,14876,13209,3505,3456,13315,15026,16787,3552,4290,18394,4318,18215,15332,14341,16374,11767,7787,11474,12399,12229,12603,12016,9818,3321,16171,16079,15711,9631,1736,16852,13114,1089,1575,5055,10280,4865,5453,14221,16467,7994,7152,4472.514823785228
Борисово,18,ЛЮБЛИНСКАЯ,13010,8509,6566,15906,4985,13512,15412,11881,5197,5141,19251,11044,13381,11991,12748,11472,19307,11809,2541,1616,14775,19962,12476,1528,12631,19377,17099,17673,18203,6542,11805,2402,3913,18486,14699,7057,4715,8748,13466,3983,3817,11633,9775,5517,15616,17286,15023,5747,18386,10197,16035,3622,17144,9412,8667,15858,12308,13369,9242,6231,19441,4702,7235,8170,2259,8947,6736,11863,4770,14091,15085,17035,3981,18722,7744,18721,4825,9387,15672,1574,18408,5310,6948,18512,14832,4789,12105,16812,18150,19461,2325,3475.9542769643813
Шипиловская,18,ЛЮБЛИНСКАЯ,16979,15285,14825,14399,5487,18468,12385,19346,6673,7561,10130,1381,1536,5673,8352,13825,2795,18547,3372,9795,13181,7500,18761,13547,6310,10943,18626,2946,15752,1637,9069,17257,1655,7856,6651,18896,8437,14402,18880,11422,2744,15930,4306,16096,16669,14343,6077,1043,2836,5993,1032,3258,5958,14457,18164,13038,8617,10323,8954,11729,1566,10245,8758,8057,5764,13929,2421,13781,9692,19412,18823,19588,18541,9996,16459,6672,7806,3886,17235,12974,6870,2029,11271,4717,4504,14001,10833,9064,3386,19344,3656,2251.378065139139
Зябликово,18,ЛЮБЛИНСКАЯ,1837,19360,1217,19809,18483,18332,18232,10595,1465,14956,9064,15451,15981,13264,7192,14229,17698,13230,9588,1541,3074,18081,17057,16195,8929,9064,13728,3571,7349,11269,2127,15277,13101,5305,1425,16566,6921,13673,1012,8879,16823,18249,4200,17574,11952,6973,10001,5756,10023,4775,12102,2391,6087,8437,12642,17964,7273,9842,13172,9933,4652,8716,2149,4028,11735,17708,6038,19822,12962,1512,17572,3821,3024,2821,4458,9456,6488,4659,1399,13011,14874,18289,8379,5827,1301,8936,11513,18214,19554,6526,12444,8932.652440765067
Новокосино,14,КАЛИНИНСКАЯ,10264,4659,5858,13575,2178,5228,15986,4185,17532,14401,6677,18330,13201,12817,8829,10100,4794,1480,19820,5780,18920,3297,10502,1061,8663,9918,15011,11903,2800,13897,1554,13236,1282,3108,4468,4104,11686,14027,15266,15316,8022,9062,10536,16267,14108,11440,1997,15849,17834,8018,12973,5981,16555,3887,6793,15531,11205,16215,14298,9292,19685,10673,2698,3009,12921,15029,17081,19272,4181,17816,18309,14628,15066,2477,10815,5033,7046,2608,16263,7395,5748,10747,19326,9878,19545,4916,14535,17585,17445,2648,13067,8508.322618788701
Алма-Атинская,9,ЗАМОСКВОРЕЦКАЯ,15778,11956,18620,7560,3116,15596,19689,15720,10483,5644,11263,13857,11944,10882,17106,15436,15087,3010,12818,18416,2677,2145,5904,7344,15057,11504,5116,3918,13275,14606,13709,8603,2056,12554,12597,7742,19120,15951,7502,16417,6504,16554,6990,3917,1876,15701,1949,17118,7403,19860,1955,7838,3716,6211,13677,17872,15629,12625,8895,5380,17906,17919,17717,13375,18079,16530,19082,16215,16356,10774,12033,8921,15130,6047,13071,6808,16193,4935,13152,3456,2280,15246,10533,9528,15875,5531,9829,15617,15296,6940,16601,11409.74088458393
Пятницкое шоссе,12,АРБАТСК-ПОКРОВСК,19561,11075,9215,8407,18209,12919,17407,13676,6552,2833,8450,15651,7138,2691,14400,8801,3459,9811,1667,2313,16669,6528,6380,15525,19086,6257,13820,16994,17215,5794,11625,7663,17345,15601,12374,19625,11636,6976,12815,5598,17054,15036,16682,11924,5319,18010,6062,7203,18442,6227,2352,18775,13926,3851,4401,7018,14775,14840,6459,12078,15260,4051,4996,1622,6988,9853,1409,13612,11430,13093,11252,19159,18198,8707,9618,6943,1311,5096,19702,11795,9461,14949,11364,13722,19265,8369,9830,4085,19824,19367,13657,16980.450421173908
Жулебино,16,ТАГАНСК-КРАСНОПР,9089,2312,6119,12997,8811,4882,12713,1463,7922,10445,17576,3300,14905,15128,17548,4055,2334,11370,3225,12734,1294,13039,19035,16453,5370,4474,14900,10616,16642,18679,10326,3585,3938,12221,8312,12301,3726,8862,1250,5816,4906,13619,9967,6193,15610,15540,4402,17034,7748,10534,15490,5675,8821,13612,16981,13923,11077,7557,5077,14969,3325,15575,7223,7480,2758,11588,18400,19285,10728,2409,10245,8608,18758,17945,7322,13486,2550,9896,18553,5545,10985,14121,2229,13000,1196,18715,4043,7452,16033,2366,2130,15414.688786385454
Лермонтовский проспект,16,ТАГАНСК-КРАСНОПР,16132,6522,2851,2955,5727,15322,2518,5703,16586,1756,13195,12540,1434,14336,14800,19164,13931,1461,14329,8793,13065,4808,2965,8032,15974,5006,9310,9636,10055,2371,19476,1727,10189,14362,12039,3514,2595,6814,8236,13525,19338,7992,15916,12748,19736,5368,16497,14212,8659,16819,8443,12021,9095,2702,4765,11781,4967,16099,5450,4599,15561,4462,3979,9244,15663,8794,14317,6411,17561,2030,18321,2878,4643,6002,13790,11282,8909,13701,5569,19680,11074,13392,14472,14769,19008,1501,4744,2057,8455,7575,4877,13783.728721350837
Котельники,16,ТАГАНСК-КРАСНОПР,16273,8571,11184,17349,18505,2734,12480,15643,18726,3138,8276,11545,3001,12130,18910,14029,4616,15704,8786,8065,9679,7302,10407,15115,6025,3802,1616,14606,15734,14458,4973,3216,7922,6487,7953,17727,15345,6392,4116,10139,14511,14279,14088,18344,10048,17600,17418,14837,2544,4501,4681,7471,17957,9576,18407,1829,1108,17460,14896,4719,9356,3508,9643,1959,12078,5930,16612,15245,3662,12354,18926,7278,3612,10861,8168,11338,17202,13621,15483,12741,4361,7520,14347,3662,9576,4262,12349,4022,17559,10109,11870,9381.27765638075
Битцевский парк,1500,БУТОВСКАЯ ЛИНИЯ,9365,2626,3248,8764,6052,4861,13083,7084,15404,15745,6522,7225,6594,8101,8032,2615,17459,3279,14023,8210,8276,10848,8663,13550,2722,19625,14261,1558,3929,10487,13609,3974,17238,5416,9147,16220,14904,4281,8160,9075,10839,16727,17333,17574,19829,16951,13057,17697,7050,6164,4930,16008,5806,17597,8951,5183,12050,7631,3862,5879,14603,18334,14464,17352,7900,7682,18468,6908,6578,8870,13063,7546,5100,4535,11915,4237,8690,11282,10895,19410,13269,18447,6940,17255,18399,15613,13034,7389,10659,10892,2493,16229.79135701239
Лесопарковая,1500,БУТОВСКАЯ ЛИНИЯ,17119,12638,11807,7536,12911,4619,8269,2522,15349,5032,3954,10614,17263,7806,8084,10225,17002,13260,19435,19355,1188,17106,13663,17153,12724,18804,9495,18643,12798,4874,16187,2679,7540,9267,1214,15315,4959,10127,1104,12719,11019,4550,11628,13534,6596,4965,12752,12407,3277,17593,1758,12701,17846,18094,19400,15070,11655,19074,8145,15784,10392,16847,11102,19883,1909,3371,3083,18908,2538,9665,10406,17373,10332,16363,1720,5099,3319,18060,8858,8823,7359,10814,15626,14483,9163,14141,18123,15661,5715,14509,16624,4667.6322127152625
Деловой центр,1691,СОЛНЦЕВСКАЯ ЛИН.,17360,4158,19728,4874,9781,19420,11358,18348,1018,11594,1203,15731,17347,12867,12251,8257,10049,4771,18178,6308,5136,17250,7447,10212,4822,11341,5784,10650,4959,10402,6828,14189,15971,10599,19611,4141,2245,6758,11636,12714,17254,11225,19427,7290,18393,7332,2198,8914,7854,17607,8302,3559,7344,10341,7715,17566,12492,13050,7204,18986,8274,4295,7974,6555,4487,16307,12835,18694,15438,10725,16790,6984,14153,19480,8446,17991,2138,3429,14495,12254,5900,9337,18615,9005,16863,4476,13648,5761,14830,19880,9565,8097.311295405346
Парк Победы,1691,СОЛНЦЕВСКАЯ ЛИН.,1005,19819,2048,2136,4995,18292,11582,12183,15917,12602,1196,5405,13497,13630,3228,17621,6058,19141,4561,10984,18973,14053,11515,13951,13112,6718,3257,3644,18018,11519,16605,18520,15633,4692,16585,19901,10578,15819,5800,16309,17091,13445,7690,12401,18501,8514,5283,6298,7729,4249,3216,14839,2058,12847,10734,18610,4563,17773,14902,12295,3835,19204,11616,14435,19517,3582,7675,4193,2274,14779,10922,14983,14337,11271,5522,19697,2656,5281,11753,19651,10911,12648,14105,13914,5264,14406,8213,15086,13927,18906,17067,2437.1580295395743
Спартак,16,ТАГАНСК-КРАСНОПР,13569,18002,2696,14159,9639,4429,3185,7595,16479,12257,6104,12623,15084,11628,1977,11357,4620,6111,4833,18830,8182,11548,8816,19361,14410,2692,17648,17740,18887,8945,7394,1043,14731,5370,14972,1753,13576,8830,7506,9616,18703,11207,3642,13912,11386,13958,2884,1318,17826,7870,2380,2553,16569,17612,9072,12356,9122,9076,8658,12049,18923,17152,12436,19355,15829,15611,10309,12423,10575,10161,8884,17886,15158,13553,6085,3660,3541,3886,7627,3959,17728,13253,13417,14874,4889,10959,7001,1033,17709,11796,5198,7861.576582641383
Тропарёво,8,СОКОЛЬНИЧЕСКАЯ,3544,19721,5100,15737,1061,4682,10715,13743,11002,17672,15565,18446,13866,9533,6591,13728,13399,10479,1290,9713,6007,6725,17778,15072,5116,3394,14461,4037,2144,7467,7843,5001,19004,4588,6466,12659,17861,4535,18947,3871,3165,14214,18416,3126,8156,12791,7100,13382,3996,5124,19148,11527,1873,5456,9696,14371,1056,18806,15598,10148,8552,18324,2850,12361,9391,2477,15415,11181,14109,8000,8243,9583,9994,17566,15889,3947,5039,8396,10492,5128,13514,13193,4379,15751,9419,17804,19503,17256,10098,8512,1543,11528.87399393106
Румянцево,8,СОКОЛЬНИЧЕСКАЯ,1082,6036,8372,9102,12587,11125,9683,10389,11711,17367,6504,16679,14539,6899,10862,16505,1053,10133,7531,6416,1645,15409,11784,10469,9612,11630,5748,19638,14518,1571,2031,3091,15215,2851,16837,16928,6192,19714,5338,9501,14502,14301,2727,5401,17146,19698,11432,5930,3188,13309,4801,12598,7403,8213,3247,3563,10904,18670,15285,5227,19471,14717,6790,9473,9570,11511,12642,15784,12480,8542,13003,8172,13229,2004,15033,9917,12758,14543,10600,18530,11388,7134,18582,7949,7233,14193,2150,17763,9568,14435,10169,17003.67192714534
Саларьево,8,СОКОЛЬНИЧЕСКАЯ,6372,1926,2885,15813,11691,1066,12234,5981,13603,7554,14311,10943,9899,5122,4471,10899,14482,16963,15229,6240,13676,9823,13320,18214,15542,15445,17345,9841,10105,12277,2966,17845,5201,1103,7024,3719,3919,13896,11824,12265,19911,8891,6998,6121,14182,19130,14693,11028,6573,18068,9372,12887,13001,19996,9513,7086,16756,2637,12159,3911,19026,13692,5802,7598,5596,9151,1922,4003,15461,10327,4048,17565,6634,8236,4803,13706,9664,5550,18649,10437,16836,10114,14822,2298,13354,18002,19459,10192,11310,7049,19109,3557.4294233622386
Технопарк,9,ЗАМОСКВОРЕЦКАЯ,15335,12623,18227,19473,1569,10869,3010,10740,13175,9143,15184,15918,14497,6725,11239,14874,15474,10924,17707,14786,13788,1763,11179,9214,16606,12960,3431,14105,7050,7241,6671,8116,9169,17824,18452,9024,10551,17944,16444,4702,4065,9466,8847,17368,4025,10393,9193,17856,10608,6147,4150,11867,7817,17333,9743,11658,1903,7098,1498,2785,4912,11325,12384,5471,12408,18775,2516,13303,14441,6509,5722,3297,18285,3642,16467,15659,14892,14754,17637,5562,11650,15846,17482,11806,12542,4232,4027,3900,1064,4810,18367,13910.342815110216
Шелепиха,1698,МЦК,12012,5166,18826,15671,3005,16854,19612,18624,5770,5892,7578,16242,4182,3232,17957,4264,10308,19697,6339,18634,3420,16702,19580,17943,16919,19661,6894,14839,19105,10678,3233,11144,4837,5880,15367,14967,17454,15102,7335,18120,1755,18402,17045,10709,5346,17460,6946,2772,11180,17910,1145,12265,14982,6969,11690,17258,4892,10839,9263,9733,10301,13156,11101,16272,8881,19634,9729,8419,18228,11081,13276,16917,19745,11908,3297,1112,14281,8680,5938,9581,5900,12687,6984,15673,1517,5504,8208,3847,14411,18776,12643,4026.719940850272
Шоссе Энтузиастов,1698,МЦК,15825,10077,8273,13634,8200,7699,15093,10310,15364,17482,10572,12147,1326,11161,19868,5227,1145,9790,14515,3481,15026,7878,8902,12297,4968,13042,18050,1587,16040,17919,11717,7423,15240,9290,8085,9674,7045,19173,7518,14013,13789,14494,5079,12952,18819,5543,16425,7792,14304,5572,12809,12751,12183,8904,18978,11429,7959,4978,16966,2729,9842,2758,11955,5481,9778,13641,17685,8992,5900,18974,6761,16988,2948,11272,17557,6788,13809,2562,15674,2769,19072,8344,5077,17221,1598,1066,6314,13889,9639,7672,6327,15316.778431064242
Панфиловская,1698,МЦК,1648,18440,14950,19167,18665,17218,12471,7505,16245,2056,7502,18305,7345,8669,8019,9312,15405,19937,17223,8236,19501,19692,6847,1647,7321,10875,14147,11510,3282,9655,16945,12936,5428,14435,15267,9280,18733,19391,3561,10137,11906,4653,1841,5914,2229,10021,1951,2418,15246,4548,14102,16282,7942,17687,3188,7132,15818,12831,8517,8758,8491,13943,9175,14965,1609,3340,11041,15276,9767,11208,16777,14934,2308,11826,13442,17568,14007,3889,12487,19238,17513,8175,18146,17313,16631,1097,16822,7432,8417,3062,12915,10226.925976363535
Стрешнево,1698,МЦК,19960,14830,17319,4681,10884,17539,5742,12347,4360,5996,3203,15259,1568,10580,7456,9346,2193,9953,7025,8323,13217,16653,4397,9957,2454,14576,16829,15151,5690,8858,2472,19922,11990,17655,6209,8556,11259,19981,18450,3907,5404,7212,4160,19323,13767,17466,5006,11293,13216,16399,11410,6680,14814,15226,9202,6662,16288,5488,6648,12115,17207,4851,16717,17010,5190,6187,12133,10167,5162,16460,14210,8682,1553,11123,19715,10933,6119,10757,10157,7135,17280,15887,16682,17214,12590,2876,7009,1868,8271,1987,13255,14106.837623960653
Балтийская,1698,МЦК,15290,12410,15848,17113,15258,2914,7270,18111,4331,2883,10017,12301,12741,12127,6627,13506,10760,15932,15397,12542,1901,9166,13576,11341,8656,11354,9686,17544,9682,4652,7619,8669,7361,1621,1880,4311,8993,14887,11540,3332,6676,19165,16445,15419,14833,13441,13086,7714,19415,18108,1114,14528,13405,2518,17910,10612,8592,18548,18486,16828,5280,16921,6831,4070,17377,3018,18879,14566,12900,6210,9034,14627,11166,2092,3670,9392,16289,8099,1364,19621,12039,11646,14447,16168,11203,9610,4319,17676,3989,14420,8300,16906.724199895427
Коптево,1698,МЦК,17338,5128,15623,10090,19281,16574,3494,18024,2702,10643,11046,11368,9045,9110,8108,13477,9031,7492,15023,2919,9971,19534,4362,14340,13924,19780,8049,18284,9374,3778,18776,10487,15226,11543,1805,10155,6001,13996,14757,6795,16854,5737,12594,6317,2741,10844,1276,6380,7300,10535,11203,8037,11240,19332,1752,15056,5982,6186,4035,14825,7952,13875,7082,6341,17748,13655,5845,8312,2679,10358,12263,15158,6602,17126,7358,9192,12156,13975,7221,12545,14740,6819,1534,9711,4355,15919,8221,10189,4335,17246,9505,5082.7899663539465
Лихоборы,1698,МЦК,15038,6784,16776,5137,18274,10117,10547,1637,14784,4118,12402,10188,14136,12887,5058,6512,11595,13339,13341,10104,19789,15731,3270,12513,8489,10559,16805,4176,16667,14360,18611,14572,17380,12741,2466,3590,10542,15211,13633,1986,14460,3729,4553,9593,11165,3445,7603,14017,6451,13236,15412,15710,5724,10614,10078,7476,11429,11450,19351,15141,13727,11493,16883,9130,5031,3705,10259,1663,15601,11995,7234,11260,18251,13031,12069,12428,14430,12161,6824,10872,7950,2158,16201,14673,9363,11233,16952,3833,9180,6689,5118,15632.985669828293
Владыкино,1698,МЦК,2388,14163,1267,15744,18340,13669,17934,18547,2667,9449,13571,5205,6308,19707,12524,7588,5794,10648,2958,1715,7324,12452,13254,18266,14258,1242,13167,9484,13812,7066,3629,14174,16284,1025,18934,3258,5938,5023,17564,17054,6352,5449,13201,10841,1519,10069,11695,3873,9158,11165,11245,2132,5381,16238,13407,10942,9421,19969,7542,18465,2481,3373,9401,14685,1227,9827,12326,13970,18525,12510,10201,8725,12958,1818,15224,10665,9593,7017,12531,19056,8090,5648,19923,15461,2836,17110,12243,15061,11519,18258,7931,12065.163860207409
Окружная,1698,МЦК,18459,19002,12208,7382,11213,4554,1461,9182,2427,12771,13081,10145,8762,15110,10255,5241,8898,2724,12411,8882,11241,4653,16092,2960,6723,18879,8108,15282,8768,12895,1003,7155,12884,6666,17773,16858,11691,7255,8977,11621,13643,14735,19909,9104,17337,1749,1220,6870,2605,9555,1632,9696,9644,12498,19122,18055,10694,13895,4048,13289,7113,17123,2580,5482,10691,13215,19258,7288,12682,19626,16432,15054,13564,1642,19822,1512,19959,19456,2996,14517,18271,18665,6050,5001,8707,12127,5620,7160,4262,14608,19472,7533.672274713339
Бульвар Рокоссовского,1698,МЦК,1056,4615,1023,3488,14582,10607,8798,13595,16037,14494,9597,1608,12148,6670,5309,10889,9609,10593,15449,8288,1129,7601,18276,6550,8606,7492,1313,1270,14656,11027,6913,5691,14017,3276,16019,8622,12406,16786,2888,10661,2777,18621,2577,9499,13829,10196,16137,16419,19316,8852,19575,12930,8778,8951,4179,11681,9662,4581,15658,18466,1908,7729,2917,7253,11445,5862,4453,10753,3075,7761,15928,5715,15725,10006,9794,14869,5281,13350,7083,6353,9089,16580,1789,14628,9437,2343,11994,16353,19605,8141,19372,18200.46195676225
Локомотив,1698,МЦК,3277,10510,16783,14062,8569,15938,14961,6262,18287,5115,5344,7563,12582,10640,4909,8482,14068,13400,9184,19172,5920,15755,11858,9015,19669,8999,16563,19263,3334,6618,16308,14538,13882,16401,7899,19738,13685,16896,10428,2084,12176,1822,3888,16591,14149,18568,7822,2537,18774,10152,5746,17173,4487,4250,15047,7363,1416,17772,13534,15710,10258,5431,2182,1427,16314,13371,9273,18514,4055,14742,1322,2059,15470,6213,3396,14335,4099,15329,17337,18653,11919,4551,9205,17081,2147,16217,19338,10519,14937,12501,5063,8594.405178006771
Измайлово,1698,МЦК,13401,11788,6405,6226,9174,10911,4465,10721,18373,2418,7135,5958,18781,10321,3093,8008,7464,10991,7974,17444,13223,4409,13975,4127,6702,4474,13551,12325,10791,12860,8740,5492,10137,5416,6830,5522,17985,11415,3868,1586,2975,4909,9315,8925,17747,10506,11851,13894,16782,19207,9018,11921,17517,16517,2628,7904,10045,3360,16726,5470,9160,12648,10324,11121,9550,6622,16273,10537,7290,15810,18033,2061,11121,10878,13177,13503,17392,16283,5136,11879,19229,5922,10012,10197,19024,15606,3132,3991,6929,10430,2606,17009.17039752141
Соколиная Гора,1698,МЦК,19693,12082,13987,9886,2065,10634,14524,12436,4503,8218,13168,16885,3641,7526,3454,6740,14995,16937,15114,11642,15431,11724,3587,6224,10665,5284,14253,15411,5501,12142,10690,2025,12182,11066,4674,6640,9200,13734,2335,7360,9655,16602,8758,3481,19084,3692,15392,11385,9735,12888,8478,13635,6003,16604,12800,15628,11578,10734,7622,19993,14852,16707,6373,13883,10793,19848,19476,2235,11671,5122,14289,10199,15671,3025,1360,2100,3880,19708,2232,5399,19220,14971,2753,19086,12294,10326,5431,7083,17223,17735,18525,12793.030844419794
Андроновка,1698,МЦК,12033,9806,9108,4268,17396,18910,14608,15129,14522,2554,13414,2039,14733,13761,5259,12949,1224,19799,19624,8211,16859,3993,16315,15683,11486,9687,2663,19571,18132,5681,16338,1945,8111,2550,16955,6401,9218,12217,2118,7440,12989,12340,14319,1271,12704,1138,2009,2016,3384,17490,7195,19337,1094,2863,1657,3210,2446,14512,2911,11073,7036,19863,13129,14611,13231,13159,17544,18046,17173,6856,13986,12107,3553,17698,10745,19281,2775,17674,18900,14640,6450,18181,10282,19174,6778,19172,2211,11748,7198,8231,14032,16647.187519394625
Угрешская,1698,МЦК,1294,5763,7869,7191,10311,1814,6599,18533,18817,11508,10345,5613,14697,19239,15418,10326,11121,16576,15406,9573,13472,14304,12101,19073,10352,17942,7575,3497,2363,4898,12575,17377,15292,3091,2695,9605,2795,1008,7966,18540,14017,10647,4925,8774,19673,18195,4501,4509,17166,3939,5962,5871,6256,8306,1528,11655,10886,3626,7705,18513,11290,5849,10353,5981,2524,7978,8969,18504,3101,7796,4655,2747,1960,14459,9279,7241,8683,9898,12370,5933,8278,6331,15376,11999,13456,11812,7897,1667,3363,5689,8246,15930.316248443705
Дубровка,1698,МЦК,7900,12274,7253,1665,2247,12898,2180,4388,18837,13642,8597,5490,9344,9033,11186,10007,1039,18390,15880,7001,9912,2998,10855,5338,7281,3957,4231,12339,9238,9067,10542,18927,9368,1147,4490,12972,10200,18271,10711,7006,15206,13981,14350,8838,15717,17283,3781,2563,5413,15837,18037,12566,15137,15790,6993,19187,1108,14010,9377,19711,16401,14900,4348,1522,12829,9865,10281,11534,19447,4290,13745,16540,2418,11526,11371,15538,1894,1012,13501,19411,12138,7836,6380,17621,12021,15741,18930,14333,12161,16575,10221,13795.215690075504
Автозаводская,1698,МЦК,2443,17441,12241,8290,14274,8790,15568,4611,6238,2576,10612,1313,15878,2366,17419,15113,15246,16158,17648,13806,14991,15835,9097,4235,1212,10621,8694,6057,5259,6353,10723,4222,15932,6389,12429,5717,19325,15294,16457,11591,10861,14430,10224,6792,3946,7912,14066,3172,15502,16180,12360,15985,13660,15571,19926,8216,18363,4281,9792,1086,13710,19172,3546,9480,1857,6664,8815,3416,15611,4053,19437,12444,1510,17465,8654,8229,11194,15023,1782,18374,1545,16339,12891,6340,14411,13045,18292,11885,3897,3864,13777,10805.012389803775
ЗИЛ,1698,МЦК,14506,8155,8260,13590,2852,5055,1706,7035,5583,11068,1723,17527,19046,16260,4531,10948,16912,16011,18418,8244,12168,1910,5014,4523,18518,10691,12246,4326,10027,3907,17635,18223,1410,6232,12105,11910,4023,8301,3760,14471,6371,4533,5300,5554,7545,6329,3200,7397,10347,1365,14069,9851,12623,14168,4119,11373,19847,16601,13866,11165,19888,19967,3242,8037,16652,1139,17850,18797,17697,4690,9480,14728,10578,14255,18184,4445,10107,12095,1875,6506,2550,12918,2311,16323,7087,2456,8303,8636,1310,15764,15557,8128.174545479885
Хорошёво,1698,МЦК,11848,3494,2370,5125,9677,14092,14106,2835,12886,15795,15389,18237,1964,10218,14860,16846,1773,10147,6603,1923,10872,19132,19428,9975,18485,9603,4095,4465,13395,13204,11205,2402,2751,11923,11978,17867,5088,4641,5743,14253,6965,16003,12540,18145,9531,2669,12249,11970,15647,17635,17920,13229,9772,10579,11199,18458,10851,19964,16806,4759,8605,11052,11828,6337,11909,18701,7358,11693,5536,18525,14438,19905,19238,18653,1606,18441,4465,7904,17879,12993,15101,10777,1651,8656,1886,14373,14278,1879,9868,7667,15402,14289.221319498105
Ростокино,1698,МЦК,9008,7310,4518,4397,14396,6947,6261,2347,12175,3333,7213,5651,16438,4912,7806,11435,5063,8629,1833,11736,8034,13378,16174,6496,1094,10516,1930,10907,13960,14407,1710,8561,12393,10289,14140,10595,19514,14125,8594,8486,17199,9414,1422,1146,15193,1812,10994,6722,19434,16756,17480,12592,6861,14753,9182,14870,18943,15100,19365,6831,17914,7716,5580,3900,18178,3320,7049,15663,1884,2660,5659,14011,12797,5931,4998,19510,12084,5081,5309,19468,16894,6658,14988,3446,15257,7539,15072,6110,16773,16165,2112,15924.03178041357
Ботанический сад,1698,МЦК,12787,17040,1407,5205,4903,15180,17697,4261,13350,10088,17816,10662,15686,7997,9125,18255,2039,19082,10606,3161,8526,19140,10177,13869,16594,19845,9519,11244,8844,4936,10384,19493,15076,15982,7934,1267,16576,7487,16732,14334,14534,19148,19701,8674,16389,5950,7031,4647,19180,6566,4225,14735,19100,13403,5471,5713,10735,8631,8239,7053,16368,16154,8397,14229,12874,1356,11927,18388,6779,1439,14856,3871,19427,4807,3472,10876,9524,12500,17644,4727,3536,1378,8403,3508,6622,15581,10687,4334,18838,13961,13309,14791.522394182957
